#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL	Download URL
Staphylococcus	pasteuri	JS7	NZ_VDRU01000001.1	486446	530870	t3pks - terpene hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_VDRU01000001.1/486446-530870	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_007667805.1/NZ_VDRU01000001/1/486446/530870
Streptococcus	pneumoniae	SMRU106	NZ_FDQP01000007.1	0	21735	t3pks	True	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FDQP01000007.1/0-21735	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900021185.1/NZ_FDQP01000007/1/0/21735
Staphylococcus	caprae	SY333	NZ_AP018585.1	473529	525982	t3pks - terpene hybrid	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_AP018585.1/473529-525982	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_003966585.1/NZ_AP018585/1/473529/525982
Fluoribacter	dumoffii	Tex-KL	NZ_CM001371.1	1643116	1682309	t3pks	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CM001371.1/1643116-1682309	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000236145.1/NZ_CM001371/1/1643116/1682309
Fluoribacter	dumoffii	Tex-KL	NZ_CM001371.1	1829735	1868240	t3pks	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CM001371.1/1829735-1868240	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000236145.1/NZ_CM001371/1/1829735/1868240
Fluoribacter	dumoffii	Tex-KL	NZ_CM001371.1	2416847	2457975	t3pks	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CM001371.1/2416847-2457975	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000236145.1/NZ_CM001371/1/2416847/2457975
Gemella	morbillorum	FDAARGOS_741	NZ_CP046314.1	759221	800394	t3pks	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_CP046314.1/759221-800394	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_009730315.1/NZ_CP046314/1/759221/800394
Salinispora	pacifica	CNQ768	NZ_KB904836.1	92667	133729	t3pks	False	alkyl-O-dihydrogeranyl-methoxyhydroquinones	71	BGC0001077	https://antismash-db.secondarymetabolites.org/go/NZ_KB904836.1/92667-133729	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000375225.1/NZ_KB904836/1/92667/133729
Streptococcus	pneumoniae	SMRU106	NZ_FCRL01000002.1	178795	219992	t3pks	False	None	None	None	https://antismash-db.secondarymetabolites.org/go/NZ_FCRL01000002.1/178795-219992	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_900022805.1/NZ_FCRL01000002/1/178795/219992
Salinispora	pacifica	CNQ768	NZ_KB904844.1	11633	78926	nrps-like - t3pks hybrid	False	diazepinomicin	17	BGC0000679	https://antismash-db.secondarymetabolites.org/go/NZ_KB904844.1/11633-78926	https://antismash-db.secondarymetabolites.org/api/v1.0/download/genbank/GCF_000375225.1/NZ_KB904844/1/11633/78926
